"GeneID","padj","pvalue","lfcSE","stat","log2FoldChange","baseMean","Symbol","Description"
6146,0.999854284110087,0.709706411640242,0.142639736076055,0.372250416899612,0.0530977012207621,6586.69543357631,"RPL22","ribosomal protein L22"
107985733,0.999854284110087,0.814302043897883,0.396308237586672,0.234879779895198,0.0930847916150114,31.622182234613,"LOC107985733",""
388591,0.999854284110087,0.421268833128759,0.55658457816646,0.804221899961967,0.44761750694256,27.9097194191588,"RNF207","ring finger protein 207"
23463,0.999854284110087,0.576542117740015,0.23522296143404,-0.558442705934704,-0.1313585470812,838.465419169103,"ICMT","isoprenylcysteine carboxyl methyltransferase"
387509,0.999854284110087,0.188620046676714,0.419688872895327,1.31467233922618,0.551753352276499,38.6719349651008,"GPR153","G protein-coupled receptor 153"
11332,0.999854284110087,0.319165412237394,0.411488723758135,0.996174406830033,0.409914535307007,45.408348138222,"ACOT7","acyl-CoA thioesterase 7"
8718,0.999854284110087,0.0780250424356472,0.456183026930573,1.76226199189214,0.803914009706059,67.129480959579,"TNFRSF25","TNF receptor superfamily member 25"
57449,0.999854284110087,0.339446439210421,0.7259671089336,0.955259586703134,0.693487040439979,8.82675021051823,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5"
79707,0.999854284110087,0.547759190269867,0.248904996684661,0.601121310835877,0.149622097880683,280.795779163889,"NOL9","nucleolar protein 9"
3104,0.999854284110087,0.709523457178715,0.171411411521428,-0.372496177911881,-0.0638500956422127,625.735812844078,"ZBTB48","zinc finger and BTB domain containing 48"
9903,0.999854284110087,0.655360362475517,0.231885696027645,0.446327959706799,0.10349706959321,1072.65994888067,"KLHL21","kelch like family member 21"
148479,0.999854284110087,0.418279000995845,0.28166492325486,-0.809410610536281,-0.227982577498371,163.017704523702,"PHF13","PHD finger protein 13"
90326,0.999854284110087,0.965632855458072,0.18171361341856,0.0430861553792164,0.00782934098227094,245.679548488657,"THAP3","THAP domain containing 3"
55735,0.999854284110087,0.8323479906358,0.169931463636686,-0.211691152917655,-0.0359729874542346,562.52614829214,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11"
23261,0.999854284110087,0.974008339949183,0.182838667961961,-0.0325814785692122,-0.00595715414182594,261.63872692916,"CAMTA1","calmodulin binding transcription activator 1"
9341,0.999854284110087,0.746153431664165,0.155457587619529,-0.32371550430376,-0.0503240313741017,2779.67480124445,"VAMP3","vesicle associated membrane protein 3"
8863,0.999854284110087,0.291126639618065,0.377995097449299,-1.05565330131422,-0.399031772502945,105.584312134653,"PER3","period circadian regulator 3"
3604,0.999854284110087,0.881372647128358,0.369841002398874,0.149229368005618,0.0551911390505483,52.1000903190637,"TNFRSF9","TNF receptor superfamily member 9"
11315,0.999854284110087,0.948183668608599,0.177242792466272,-0.0649878568968726,-0.0115186292328001,2045.80553293448,"PARK7","Parkinsonism associated deglycase"
54206,0.999854284110087,0.754102927545932,0.51138216901045,-0.313233949182511,-0.160182256340662,20.2998787936515,"ERRFI1","ERBB receptor feedback inhibitor 1"
50651,0.999854284110087,0.918276493409006,0.839151226686845,-0.102604976001857,-0.0861010914761325,8.54996490824206,"SLC45A1","solute carrier family 45 member 1"
473,0.999854284110087,0.701658242911374,0.240020751375649,0.383082974473895,0.0919478633724427,2245.73917062416,"RERE","arginine-glutamic acid dipeptide repeats"
102724552,0.999854284110087,0.819476497549709,0.564664084979877,-0.22821834876352,-0.128866705080172,16.2727280392191,"RERE-AS1","RERE antisense RNA 1"
2023,0.999854284110087,0.499482920519765,0.175962077889568,-0.675303563279619,-0.118827818200911,21287.7981961673,"ENO1","enolase 1"
6518,0.999854284110087,0.683421216242529,0.6445699985241,-0.407799043036221,-0.262855028567986,21.6879481841351,"SLC2A5","solute carrier family 2 member 5"
80045,0.999854284110087,0.754684076393411,0.351452386513059,-0.312469055901712,-0.109817995408139,86.8191280775648,"GPR157","G protein-coupled receptor 157"
9563,0.999854284110087,0.719841665292389,0.222841748870062,-0.358670412113299,-0.0799267419032732,2262.44134609393,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
